id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max
263;CPTPLZ-Zone 3-Zone 1;CPT;PLZ;Zone 3;Zone 1;2.7;2677;1;1000
264;CPTPTG-Zone 3-Zone 1;CPT;PTG;Zone 3;Zone 1;2.94;3342;1;1000
265;DURBFN-Zone 3-Zone 1;DUR;BFN;Zone 3;Zone 1;2.16;2142;1;1000
266;DURCPT-Zone 3-Zone 1;DUR;CPT;Zone 3;Zone 1;2.22;2792;1;1000
267;DURDUR-Zone 3-Zone 1;DUR;DUR;Zone 3;Zone 1;0.73;695;1;1000
268;DURELS-Zone 3-Zone 1;DUR;ELS;Zone 3;Zone 1;2.4;2142;1;1000
269;DURGRG-Zone 3-Zone 1;DUR;GRG;Zone 3;Zone 1;2.88;2792;1;1000
270;DURJNB-Zone 3-Zone 1;DUR;JNB;Zone 3;Zone 1;1.35;1733;1;1000
271;DURKIM-Zone 3-Zone 1;DUR;KIM;Zone 3;Zone 1;2.94;2342;1;1000
272;DURKLD-Zone 3-Zone 1;DUR;KLD;Zone 3;Zone 1;2.64;2142;1;1000
273;DURNLP-Zone 3-Zone 1;DUR;NLP;Zone 3;Zone 1;2.76;2142;1;1000
274;DURPLZ-Zone 3-Zone 1;DUR;PLZ;Zone 3;Zone 1;2.46;2442;1;1000
275;DURPTG-Zone 3-Zone 1;DUR;PTG;Zone 3;Zone 1;2.76;2642;1;1000
276;ELSBFN-Zone 3-Zone 1;ELS;BFN;Zone 3;Zone 1;2.7;1942;1;1000
277;ELSCPT-Zone 3-Zone 1;ELS;CPT;Zone 3;Zone 1;2.64;2942;1;1000
278;ELSDUR-Zone 3-Zone 1;ELS;DUR;Zone 3;Zone 1;2.4;2142;1;1000
279;ELSELS-Zone 3-Zone 1;ELS;ELS;Zone 3;Zone 1;1.64;1202;1;1000
280;ELSGRG-Zone 3-Zone 1;ELS;GRG;Zone 3;Zone 1;2.64;1642;1;1000
281;ELSJNB-Zone 3-Zone 1;ELS;JNB;Zone 3;Zone 1;2.82;2942;1;1000
282;ELSKIM-Zone 3-Zone 1;ELS;KIM;Zone 3;Zone 1;3.42;2142;1;1000
283;ELSKLD-Zone 3-Zone 1;ELS;KLD;Zone 3;Zone 1;2.88;2677;1;1000
284;ELSNLP-Zone 3-Zone 1;ELS;NLP;Zone 3;Zone 1;3.24;3342;1;1000
285;ELSPLZ-Zone 3-Zone 1;ELS;PLZ;Zone 3;Zone 1;2.04;1442;1;1000
286;ELSPTG-Zone 3-Zone 1;ELS;PTG;Zone 3;Zone 1;3.3;3342;1;1000
287;GRGBFN-Zone 3-Zone 1;GRG;BFN;Zone 3;Zone 1;2.82;2142;1;1000
288;GRGCPT-Zone 3-Zone 1;GRG;CPT;Zone 3;Zone 1;3;2042;1;1000
289;GRGDUR-Zone 3-Zone 1;GRG;DUR;Zone 3;Zone 1;2.88;2792;1;1000
290;GRGELS-Zone 3-Zone 1;GRG;ELS;Zone 3;Zone 1;2.64;1642;1;1000
291;GRGGRG-Zone 3-Zone 1;GRG;GRG;Zone 3;Zone 1;1.64;1202;1;1000
292;GRGJNB-Zone 3-Zone 1;GRG;JNB;Zone 3;Zone 1;3.15;3142;1;1000
293;GRGKIM-Zone 3-Zone 1;GRG;KIM;Zone 3;Zone 1;3.06;2442;1;1000
294;GRGKLD-Zone 3-Zone 1;GRG;KLD;Zone 3;Zone 1;3.15;2677;1;1000
295;GRGNLP-Zone 3-Zone 1;GRG;NLP;Zone 3;Zone 1;3.24;3642;1;1000
296;GRGPLZ-Zone 3-Zone 1;GRG;PLZ;Zone 3;Zone 1;2.64;1642;1;1000
297;GRGPTG-Zone 3-Zone 1;GRG;PTG;Zone 3;Zone 1;3.3;3642;1;1000
298;JNBBFN-Zone 3-Zone 1;JNB;BFN;Zone 3;Zone 1;2.16;2142;1;1000
299;JNBCPT-Zone 3-Zone 1;JNB;CPT;Zone 3;Zone 1;2.65;2677;1;1000
300;JNBDUR-Zone 3-Zone 1;JNB;DUR;Zone 3;Zone 1;1.35;1733;1;1000
301;JNBELS-Zone 3-Zone 1;JNB;ELS;Zone 3;Zone 1;2.82;2942;1;1000
302;JNBGRG-Zone 3-Zone 1;JNB;GRG;Zone 3;Zone 1;3.15;3142;1;1000
303;JNBJNB-Zone 3-Zone 1;JNB;JNB;Zone 3;Zone 1;0.69;695;1;1000
304;JNBKIM-Zone 3-Zone 1;JNB;KIM;Zone 3;Zone 1;2.7;2342;1;1000
305;JNBKLD-Zone 3-Zone 1;JNB;KLD;Zone 3;Zone 1;2.04;1642;1;1000
306;JNBNLP-Zone 3-Zone 1;JNB;NLP;Zone 3;Zone 1;2.16;1442;1;1000
307;JNBPLZ-Zone 3-Zone 1;JNB;PLZ;Zone 3;Zone 1;2.65;2677;1;1000
308;JNBPTG-Zone 3-Zone 1;JNB;PTG;Zone 3;Zone 1;2.16;1842;1;1000
309;KIMBFN-Zone 3-Zone 1;KIM;BFN;Zone 3;Zone 1;2.04;1442;1;1000
310;KIMCPT-Zone 3-Zone 1;KIM;CPT;Zone 3;Zone 1;2.82;2442;1;1000
311;KIMDUR-Zone 3-Zone 1;KIM;DUR;Zone 3;Zone 1;2.94;2342;1;1000
312;KIMELS-Zone 3-Zone 1;KIM;ELS;Zone 3;Zone 1;3.42;2142;1;1000
313;KIMGRG-Zone 3-Zone 1;KIM;GRG;Zone 3;Zone 1;3.06;2442;1;1000
314;KIMJNB-Zone 3-Zone 1;KIM;JNB;Zone 3;Zone 1;2.7;2342;1;1000
315;KIMKIM-Zone 3-Zone 1;KIM;KIM;Zone 3;Zone 1;1.64;1202;1;1000
316;KIMKLD-Zone 3-Zone 1;KIM;KLD;Zone 3;Zone 1;3;1642;1;1000
317;KIMNLP-Zone 3-Zone 1;KIM;NLP;Zone 3;Zone 1;3;2677;1;1000
318;KIMPLZ-Zone 3-Zone 1;KIM;PLZ;Zone 3;Zone 1;2.94;2142;1;1000
319;KIMPTG-Zone 3-Zone 1;KIM;PTG;Zone 3;Zone 1;2.7;2677;1;1000
320;KLDBFN-Zone 3-Zone 1;KLD;BFN;Zone 3;Zone 1;2.1;1642;1;1000
321;KLDCPT-Zone 3-Zone 1;KLD;CPT;Zone 3;Zone 1;2.4;1642;1;1000
322;KLDDUR-Zone 3-Zone 1;KLD;DUR;Zone 3;Zone 1;2.64;2142;1;1000
323;KLDELS-Zone 3-Zone 1;KLD;ELS;Zone 3;Zone 1;2.88;2677;1;1000
324;KLDGRG-Zone 3-Zone 1;KLD;GRG;Zone 3;Zone 1;3.15;2677;1;1000
325;KLDJNB-Zone 3-Zone 1;KLD;JNB;Zone 3;Zone 1;2.04;1642;1;1000
326;KLDKIM-Zone 3-Zone 1;KLD;KIM;Zone 3;Zone 1;3;1642;1;1000
327;KLDKLD-Zone 3-Zone 1;KLD;KLD;Zone 3;Zone 1;1.52;1202;1;1000
328;KLDNLP-Zone 3-Zone 1;KLD;NLP;Zone 3;Zone 1;2.88;2142;1;1000
329;KLDPLZ-Zone 3-Zone 1;KLD;PLZ;Zone 3;Zone 1;2.22;2677;1;1000
330;KLDPTG-Zone 3-Zone 1;KLD;PTG;Zone 3;Zone 1;2.82;2142;1;1000
331;NLPBFN-Zone 3-Zone 1;NLP;BFN;Zone 3;Zone 1;2.34;2142;1;1000
332;NLPCPT-Zone 3-Zone 1;NLP;CPT;Zone 3;Zone 1;2.94;3342;1;1000
333;NLPDUR-Zone 3-Zone 1;NLP;DUR;Zone 3;Zone 1;2.76;2142;1;1000
334;NLPELS-Zone 3-Zone 1;NLP;ELS;Zone 3;Zone 1;3.24;3342;1;1000
335;NLPGRG-Zone 3-Zone 1;NLP;GRG;Zone 3;Zone 1;3.24;3642;1;1000
336;NLPJNB-Zone 3-Zone 1;NLP;JNB;Zone 3;Zone 1;2.16;1442;1;1000
337;NLPKIM-Zone 3-Zone 1;NLP;KIM;Zone 3;Zone 1;3;2677;1;1000
338;NLPKLD-Zone 3-Zone 1;NLP;KLD;Zone 3;Zone 1;2.88;2142;1;1000
339;NLPNLP-Zone 3-Zone 1;NLP;NLP;Zone 3;Zone 1;1.58;1202;1;1000
340;NLPPLZ-Zone 3-Zone 1;NLP;PLZ;Zone 3;Zone 1;2.7;3342;1;1000
341;NLPPTG-Zone 3-Zone 1;NLP;PTG;Zone 3;Zone 1;2.04;1842;1;1000
342;PLZBFN-Zone 3-Zone 1;PLZ;BFN;Zone 3;Zone 1;2.64;1942;1;1000
343;PLZCPT-Zone 3-Zone 1;PLZ;CPT;Zone 3;Zone 1;2.7;2677;1;1000
344;PLZDUR-Zone 3-Zone 1;PLZ;DUR;Zone 3;Zone 1;2.46;2442;1;1000
345;PLZELS-Zone 3-Zone 1;PLZ;ELS;Zone 3;Zone 1;2.04;1442;1;1000
346;PLZGRG-Zone 3-Zone 1;PLZ;GRG;Zone 3;Zone 1;2.64;1642;1;1000
347;PLZJNB-Zone 3-Zone 1;PLZ;JNB;Zone 3;Zone 1;2.65;2677;1;1000
348;PLZKIM-Zone 3-Zone 1;PLZ;KIM;Zone 3;Zone 1;2.94;2142;1;1000
349;PLZKLD-Zone 3-Zone 1;PLZ;KLD;Zone 3;Zone 1;2.22;2677;1;1000
350;PLZNLP-Zone 3-Zone 1;PLZ;NLP;Zone 3;Zone 1;2.7;3342;1;1000
351;PLZPLZ-Zone 3-Zone 1;PLZ;PLZ;Zone 3;Zone 1;0.73;695;1;1000
352;PLZPTG-Zone 3-Zone 1;PLZ;PTG;Zone 3;Zone 1;2.76;3342;1;1000
353;PTGBFN-Zone 3-Zone 1;PTG;BFN;Zone 3;Zone 1;2.34;2642;1;1000
354;PTGCPT-Zone 3-Zone 1;PTG;CPT;Zone 3;Zone 1;2.94;3342;1;1000
355;PTGDUR-Zone 3-Zone 1;PTG;DUR;Zone 3;Zone 1;2.76;2642;1;1000
356;PTGELS-Zone 3-Zone 1;PTG;ELS;Zone 3;Zone 1;3.3;3342;1;1000
357;PTGGRG-Zone 3-Zone 1;PTG;GRG;Zone 3;Zone 1;3.3;3642;1;1000
358;PTGJNB-Zone 3-Zone 1;PTG;JNB;Zone 3;Zone 1;2.16;1842;1;1000
359;PTGKIM-Zone 3-Zone 1;PTG;KIM;Zone 3;Zone 1;2.7;2677;1;1000
360;PTGKLD-Zone 3-Zone 1;PTG;KLD;Zone 3;Zone 1;2.82;2142;1;1000
361;PTGNLP-Zone 3-Zone 1;PTG;NLP;Zone 3;Zone 1;2.04;1842;1;1000
362;PTGPLZ-Zone 3-Zone 1;PTG;PLZ;Zone 3;Zone 1;2.76;3342;1;1000
363;PTGPTG-Zone 3-Zone 1;PTG;PTG;Zone 3;Zone 1;1.58;1202;1;1000
364;BFNBFN-Zone 4-Zone 1;BFN;BFN;Zone 4;Zone 1;1.96;1571;1;1000
365;BFNCPT-Zone 4-Zone 1;BFN;CPT;Zone 4;Zone 1;2.72;2811;1;1000
366;BFNDUR-Zone 4-Zone 1;BFN;DUR;Zone 4;Zone 1;2.6;2511;1;1000
367;BFNELS-Zone 4-Zone 1;BFN;ELS;Zone 4;Zone 1;3.14;2311;1;1000
368;BFNGRG-Zone 4-Zone 1;BFN;GRG;Zone 4;Zone 1;3.26;2511;1;1000
369;BFNJNB-Zone 4-Zone 1;BFN;JNB;Zone 4;Zone 1;2.6;2511;1;1000
370;BFNKIM-Zone 4-Zone 1;BFN;KIM;Zone 4;Zone 1;2.48;1811;1;1000
371;BFNKLD-Zone 4-Zone 1;BFN;KLD;Zone 4;Zone 1;2.54;2011;1;1000
372;BFNNLP-Zone 4-Zone 1;BFN;NLP;Zone 4;Zone 1;2.78;2511;1;1000
373;BFNPLZ-Zone 4-Zone 1;BFN;PLZ;Zone 4;Zone 1;3.08;2311;1;1000
374;BFNPTG-Zone 4-Zone 1;BFN;PTG;Zone 4;Zone 1;2.78;3011;1;1000
375;CPTBFN-Zone 4-Zone 1;CPT;BFN;Zone 4;Zone 1;2.72;2811;1;1000
376;CPTCPT-Zone 4-Zone 1;CPT;CPT;Zone 4;Zone 1;1.1;985;1;1000
377;CPTDUR-Zone 4-Zone 1;CPT;DUR;Zone 4;Zone 1;2.66;3161;1;1000
378;CPTELS-Zone 4-Zone 1;CPT;ELS;Zone 4;Zone 1;3.08;3311;1;1000
379;CPTGRG-Zone 4-Zone 1;CPT;GRG;Zone 4;Zone 1;3.44;2411;1;1000
380;CPTJNB-Zone 4-Zone 1;CPT;JNB;Zone 4;Zone 1;3.09;3046;1;1000
381;CPTKIM-Zone 4-Zone 1;CPT;KIM;Zone 4;Zone 1;3.26;2811;1;1000
382;CPTKLD-Zone 4-Zone 1;CPT;KLD;Zone 4;Zone 1;2.84;2011;1;1000
383;CPTNLP-Zone 4-Zone 1;CPT;NLP;Zone 4;Zone 1;3.38;3711;1;1000
384;CPTPLZ-Zone 4-Zone 1;CPT;PLZ;Zone 4;Zone 1;3.14;3046;1;1000
385;CPTPTG-Zone 4-Zone 1;CPT;PTG;Zone 4;Zone 1;3.38;3711;1;1000
386;DURBFN-Zone 4-Zone 1;DUR;BFN;Zone 4;Zone 1;2.6;2511;1;1000
387;DURCPT-Zone 4-Zone 1;DUR;CPT;Zone 4;Zone 1;2.66;3161;1;1000
388;DURDUR-Zone 4-Zone 1;DUR;DUR;Zone 4;Zone 1;1.1;985;1;1000
389;DURELS-Zone 4-Zone 1;DUR;ELS;Zone 4;Zone 1;2.84;2511;1;1000
390;DURGRG-Zone 4-Zone 1;DUR;GRG;Zone 4;Zone 1;3.32;3161;1;1000
391;DURJNB-Zone 4-Zone 1;DUR;JNB;Zone 4;Zone 1;1.62;1979;1;1000
392;DURKIM-Zone 4-Zone 1;DUR;KIM;Zone 4;Zone 1;3.38;2711;1;1000
393;DURKLD-Zone 4-Zone 1;DUR;KLD;Zone 4;Zone 1;3.08;2511;1;1000
394;DURNLP-Zone 4-Zone 1;DUR;NLP;Zone 4;Zone 1;3.2;2511;1;1000
395;DURPLZ-Zone 4-Zone 1;DUR;PLZ;Zone 4;Zone 1;2.9;2811;1;1000
396;DURPTG-Zone 4-Zone 1;DUR;PTG;Zone 4;Zone 1;3.2;3011;1;1000
397;ELSBFN-Zone 4-Zone 1;ELS;BFN;Zone 4;Zone 1;3.14;2311;1;1000
398;ELSCPT-Zone 4-Zone 1;ELS;CPT;Zone 4;Zone 1;3.08;3311;1;1000
399;ELSDUR-Zone 4-Zone 1;ELS;DUR;Zone 4;Zone 1;2.84;2511;1;1000
400;ELSELS-Zone 4-Zone 1;ELS;ELS;Zone 4;Zone 1;2.08;1571;1;1000
401;ELSGRG-Zone 4-Zone 1;ELS;GRG;Zone 4;Zone 1;3.08;2011;1;1000
402;ELSJNB-Zone 4-Zone 1;ELS;JNB;Zone 4;Zone 1;3.26;3311;1;1000
403;ELSKIM-Zone 4-Zone 1;ELS;KIM;Zone 4;Zone 1;3.86;2511;1;1000
404;ELSKLD-Zone 4-Zone 1;ELS;KLD;Zone 4;Zone 1;3.32;3046;1;1000
405;ELSNLP-Zone 4-Zone 1;ELS;NLP;Zone 4;Zone 1;3.68;3711;1;1000
406;ELSPLZ-Zone 4-Zone 1;ELS;PLZ;Zone 4;Zone 1;2.48;1811;1;1000
407;ELSPTG-Zone 4-Zone 1;ELS;PTG;Zone 4;Zone 1;3.74;3711;1;1000
408;GRGBFN-Zone 4-Zone 1;GRG;BFN;Zone 4;Zone 1;3.26;2511;1;1000
409;GRGCPT-Zone 4-Zone 1;GRG;CPT;Zone 4;Zone 1;3.44;2411;1;1000
410;GRGDUR-Zone 4-Zone 1;GRG;DUR;Zone 4;Zone 1;3.32;3161;1;1000
411;GRGELS-Zone 4-Zone 1;GRG;ELS;Zone 4;Zone 1;3.08;2011;1;1000
412;GRGGRG-Zone 4-Zone 1;GRG;GRG;Zone 4;Zone 1;2.08;1571;1;1000
413;GRGJNB-Zone 4-Zone 1;GRG;JNB;Zone 4;Zone 1;3.59;3511;1;1000
414;GRGKIM-Zone 4-Zone 1;GRG;KIM;Zone 4;Zone 1;3.5;2811;1;1000
415;GRGKLD-Zone 4-Zone 1;GRG;KLD;Zone 4;Zone 1;3.59;3046;1;1000
416;GRGNLP-Zone 4-Zone 1;GRG;NLP;Zone 4;Zone 1;3.68;4011;1;1000
417;GRGPLZ-Zone 4-Zone 1;GRG;PLZ;Zone 4;Zone 1;3.08;2011;1;1000
418;GRGPTG-Zone 4-Zone 1;GRG;PTG;Zone 4;Zone 1;3.74;4011;1;1000
419;JNBBFN-Zone 4-Zone 1;JNB;BFN;Zone 4;Zone 1;2.6;2511;1;1000
420;JNBCPT-Zone 4-Zone 1;JNB;CPT;Zone 4;Zone 1;3.09;3046;1;1000
421;JNBDUR-Zone 4-Zone 1;JNB;DUR;Zone 4;Zone 1;1.62;1979;1;1000
422;JNBELS-Zone 4-Zone 1;JNB;ELS;Zone 4;Zone 1;3.26;3311;1;1000
423;JNBGRG-Zone 4-Zone 1;JNB;GRG;Zone 4;Zone 1;3.59;3511;1;1000
424;JNBJNB-Zone 4-Zone 1;JNB;JNB;Zone 4;Zone 1;1.06;985;1;1000
425;JNBKIM-Zone 4-Zone 1;JNB;KIM;Zone 4;Zone 1;3.14;2711;1;1000
426;JNBKLD-Zone 4-Zone 1;JNB;KLD;Zone 4;Zone 1;2.48;2011;1;1000
427;JNBNLP-Zone 4-Zone 1;JNB;NLP;Zone 4;Zone 1;2.6;1811;1;1000
428;JNBPLZ-Zone 4-Zone 1;JNB;PLZ;Zone 4;Zone 1;3.09;3046;1;1000
429;JNBPTG-Zone 4-Zone 1;JNB;PTG;Zone 4;Zone 1;2.6;2211;1;1000
430;KIMBFN-Zone 4-Zone 1;KIM;BFN;Zone 4;Zone 1;2.48;1811;1;1000
431;KIMCPT-Zone 4-Zone 1;KIM;CPT;Zone 4;Zone 1;3.26;2811;1;1000
432;KIMDUR-Zone 4-Zone 1;KIM;DUR;Zone 4;Zone 1;3.38;2711;1;1000
433;KIMELS-Zone 4-Zone 1;KIM;ELS;Zone 4;Zone 1;3.86;2511;1;1000
434;KIMGRG-Zone 4-Zone 1;KIM;GRG;Zone 4;Zone 1;3.5;2811;1;1000
435;KIMJNB-Zone 4-Zone 1;KIM;JNB;Zone 4;Zone 1;3.14;2711;1;1000
436;KIMKIM-Zone 4-Zone 1;KIM;KIM;Zone 4;Zone 1;2.08;1571;1;1000
437;KIMKLD-Zone 4-Zone 1;KIM;KLD;Zone 4;Zone 1;3.44;2011;1;1000
438;KIMNLP-Zone 4-Zone 1;KIM;NLP;Zone 4;Zone 1;3.44;3046;1;1000
439;KIMPLZ-Zone 4-Zone 1;KIM;PLZ;Zone 4;Zone 1;3.38;2511;1;1000
440;KIMPTG-Zone 4-Zone 1;KIM;PTG;Zone 4;Zone 1;3.14;3046;1;1000
441;KLDBFN-Zone 4-Zone 1;KLD;BFN;Zone 4;Zone 1;2.54;2011;1;1000
442;KLDCPT-Zone 4-Zone 1;KLD;CPT;Zone 4;Zone 1;2.84;2011;1;1000
443;KLDDUR-Zone 4-Zone 1;KLD;DUR;Zone 4;Zone 1;3.08;2511;1;1000
444;KLDELS-Zone 4-Zone 1;KLD;ELS;Zone 4;Zone 1;3.32;3046;1;1000
445;KLDGRG-Zone 4-Zone 1;KLD;GRG;Zone 4;Zone 1;3.59;3046;1;1000
446;KLDJNB-Zone 4-Zone 1;KLD;JNB;Zone 4;Zone 1;2.48;2011;1;1000
447;KLDKIM-Zone 4-Zone 1;KLD;KIM;Zone 4;Zone 1;3.44;2011;1;1000
448;KLDKLD-Zone 4-Zone 1;KLD;KLD;Zone 4;Zone 1;1.96;1571;1;1000
449;KLDNLP-Zone 4-Zone 1;KLD;NLP;Zone 4;Zone 1;3.32;2511;1;1000
450;KLDPLZ-Zone 4-Zone 1;KLD;PLZ;Zone 4;Zone 1;2.66;3046;1;1000
451;KLDPTG-Zone 4-Zone 1;KLD;PTG;Zone 4;Zone 1;3.26;2511;1;1000
452;NLPBFN-Zone 4-Zone 1;NLP;BFN;Zone 4;Zone 1;2.78;2511;1;1000
453;NLPCPT-Zone 4-Zone 1;NLP;CPT;Zone 4;Zone 1;3.38;3711;1;1000
454;NLPDUR-Zone 4-Zone 1;NLP;DUR;Zone 4;Zone 1;3.2;2511;1;1000
455;NLPELS-Zone 4-Zone 1;NLP;ELS;Zone 4;Zone 1;3.68;3711;1;1000
456;NLPGRG-Zone 4-Zone 1;NLP;GRG;Zone 4;Zone 1;3.68;4011;1;1000
457;NLPJNB-Zone 4-Zone 1;NLP;JNB;Zone 4;Zone 1;2.6;1811;1;1000
458;NLPKIM-Zone 4-Zone 1;NLP;KIM;Zone 4;Zone 1;3.44;3046;1;1000
459;NLPKLD-Zone 4-Zone 1;NLP;KLD;Zone 4;Zone 1;3.32;2511;1;1000
460;NLPNLP-Zone 4-Zone 1;NLP;NLP;Zone 4;Zone 1;2.02;1571;1;1000
461;NLPPLZ-Zone 4-Zone 1;NLP;PLZ;Zone 4;Zone 1;3.14;3711;1;1000
462;NLPPTG-Zone 4-Zone 1;NLP;PTG;Zone 4;Zone 1;2.48;2211;1;1000
463;PLZBFN-Zone 4-Zone 1;PLZ;BFN;Zone 4;Zone 1;3.08;2311;1;1000
464;PLZCPT-Zone 4-Zone 1;PLZ;CPT;Zone 4;Zone 1;3.14;3046;1;1000
465;PLZDUR-Zone 4-Zone 1;PLZ;DUR;Zone 4;Zone 1;2.9;2811;1;1000
466;PLZELS-Zone 4-Zone 1;PLZ;ELS;Zone 4;Zone 1;2.48;1811;1;1000
467;PLZGRG-Zone 4-Zone 1;PLZ;GRG;Zone 4;Zone 1;3.08;2011;1;1000
468;PLZJNB-Zone 4-Zone 1;PLZ;JNB;Zone 4;Zone 1;3.09;3046;1;1000
469;PLZKIM-Zone 4-Zone 1;PLZ;KIM;Zone 4;Zone 1;3.38;2511;1;1000
470;PLZKLD-Zone 4-Zone 1;PLZ;KLD;Zone 4;Zone 1;2.66;3046;1;1000
471;PLZNLP-Zone 4-Zone 1;PLZ;NLP;Zone 4;Zone 1;3.14;3711;1;1000
472;PLZPLZ-Zone 4-Zone 1;PLZ;PLZ;Zone 4;Zone 1;1.1;985;1;1000
473;PLZPTG-Zone 4-Zone 1;PLZ;PTG;Zone 4;Zone 1;3.2;3711;1;1000
474;PTGBFN-Zone 4-Zone 1;PTG;BFN;Zone 4;Zone 1;2.78;3011;1;1000
475;PTGCPT-Zone 4-Zone 1;PTG;CPT;Zone 4;Zone 1;3.38;3711;1;1000
476;PTGDUR-Zone 4-Zone 1;PTG;DUR;Zone 4;Zone 1;3.2;3011;1;1000
477;PTGELS-Zone 4-Zone 1;PTG;ELS;Zone 4;Zone 1;3.74;3711;1;1000
478;PTGGRG-Zone 4-Zone 1;PTG;GRG;Zone 4;Zone 1;3.74;4011;1;1000
479;PTGJNB-Zone 4-Zone 1;PTG;JNB;Zone 4;Zone 1;2.6;2211;1;1000
480;PTGKIM-Zone 4-Zone 1;PTG;KIM;Zone 4;Zone 1;3.14;3046;1;1000
481;PTGKLD-Zone 4-Zone 1;PTG;KLD;Zone 4;Zone 1;3.26;2511;1;1000
482;PTGNLP-Zone 4-Zone 1;PTG;NLP;Zone 4;Zone 1;2.48;2211;1;1000
483;PTGPLZ-Zone 4-Zone 1;PTG;PLZ;Zone 4;Zone 1;3.2;3711;1;1000
484;PTGPTG-Zone 4-Zone 1;PTG;PTG;Zone 4;Zone 1;2.02;1571;1;1000
485;BFNBFN-Zone 5-Zone 1;BFN;BFN;Zone 5;Zone 1;2.26;2384;1;1000
486;BFNCPT-Zone 5-Zone 1;BFN;CPT;Zone 5;Zone 1;3.02;3624;1;1000
487;BFNDUR-Zone 5-Zone 1;BFN;DUR;Zone 5;Zone 1;2.9;3324;1;1000
488;BFNELS-Zone 5-Zone 1;BFN;ELS;Zone 5;Zone 1;3.44;3124;1;1000
489;BFNGRG-Zone 5-Zone 1;BFN;GRG;Zone 5;Zone 1;3.56;3324;1;1000
490;BFNJNB-Zone 5-Zone 1;BFN;JNB;Zone 5;Zone 1;2.9;3324;1;1000
491;BFNKIM-Zone 5-Zone 1;BFN;KIM;Zone 5;Zone 1;2.78;2624;1;1000
492;BFNKLD-Zone 5-Zone 1;BFN;KLD;Zone 5;Zone 1;2.84;2824;1;1000
493;BFNNLP-Zone 5-Zone 1;BFN;NLP;Zone 5;Zone 1;3.08;3324;1;1000
494;BFNPLZ-Zone 5-Zone 1;BFN;PLZ;Zone 5;Zone 1;3.38;3124;1;1000
495;BFNPTG-Zone 5-Zone 1;BFN;PTG;Zone 5;Zone 1;3.08;3824;1;1000
496;CPTBFN-Zone 5-Zone 1;CPT;BFN;Zone 5;Zone 1;3.02;3624;1;1000
497;CPTCPT-Zone 5-Zone 1;CPT;CPT;Zone 5;Zone 1;1.3;1352;1;1000
498;CPTDUR-Zone 5-Zone 1;CPT;DUR;Zone 5;Zone 1;2.96;3974;1;1000
499;CPTELS-Zone 5-Zone 1;CPT;ELS;Zone 5;Zone 1;3.38;4124;1;1000
500;CPTGRG-Zone 5-Zone 1;CPT;GRG;Zone 5;Zone 1;3.74;3224;1;1000
501;CPTJNB-Zone 5-Zone 1;CPT;JNB;Zone 5;Zone 1;3.39;3859;1;1000
502;CPTKIM-Zone 5-Zone 1;CPT;KIM;Zone 5;Zone 1;3.56;3624;1;1000
503;CPTKLD-Zone 5-Zone 1;CPT;KLD;Zone 5;Zone 1;3.14;2824;1;1000
504;CPTNLP-Zone 5-Zone 1;CPT;NLP;Zone 5;Zone 1;3.68;4524;1;1000
505;CPTPLZ-Zone 5-Zone 1;CPT;PLZ;Zone 5;Zone 1;3.44;3859;1;1000
506;CPTPTG-Zone 5-Zone 1;CPT;PTG;Zone 5;Zone 1;3.68;4524;1;1000
507;DURBFN-Zone 5-Zone 1;DUR;BFN;Zone 5;Zone 1;2.9;3324;1;1000
508;DURCPT-Zone 5-Zone 1;DUR;CPT;Zone 5;Zone 1;2.96;3974;1;1000
509;DURDUR-Zone 5-Zone 1;DUR;DUR;Zone 5;Zone 1;1.3;1352;1;1000
510;DURELS-Zone 5-Zone 1;DUR;ELS;Zone 5;Zone 1;3.14;3324;1;1000
511;DURGRG-Zone 5-Zone 1;DUR;GRG;Zone 5;Zone 1;3.62;3974;1;1000
512;DURJNB-Zone 5-Zone 1;DUR;JNB;Zone 5;Zone 1;1.72;2521;1;1000
513;DURKIM-Zone 5-Zone 1;DUR;KIM;Zone 5;Zone 1;3.68;3524;1;1000
514;DURKLD-Zone 5-Zone 1;DUR;KLD;Zone 5;Zone 1;3.38;3324;1;1000
515;DURNLP-Zone 5-Zone 1;DUR;NLP;Zone 5;Zone 1;3.5;3324;1;1000
516;DURPLZ-Zone 5-Zone 1;DUR;PLZ;Zone 5;Zone 1;3.2;3624;1;1000
517;DURPTG-Zone 5-Zone 1;DUR;PTG;Zone 5;Zone 1;3.5;3824;1;1000
518;ELSBFN-Zone 5-Zone 1;ELS;BFN;Zone 5;Zone 1;3.44;3124;1;1000
519;ELSCPT-Zone 5-Zone 1;ELS;CPT;Zone 5;Zone 1;3.38;4124;1;1000
520;ELSDUR-Zone 5-Zone 1;ELS;DUR;Zone 5;Zone 1;3.14;3324;1;1000
521;ELSELS-Zone 5-Zone 1;ELS;ELS;Zone 5;Zone 1;2.38;2384;1;1000
522;ELSGRG-Zone 5-Zone 1;ELS;GRG;Zone 5;Zone 1;3.38;2824;1;1000
523;ELSJNB-Zone 5-Zone 1;ELS;JNB;Zone 5;Zone 1;3.56;4124;1;1000
524;ELSKIM-Zone 5-Zone 1;ELS;KIM;Zone 5;Zone 1;4.16;3324;1;1000
525;ELSKLD-Zone 5-Zone 1;ELS;KLD;Zone 5;Zone 1;3.62;3859;1;1000
