id;location_string;source;destination;source_zone;destination_zone;eco_rate;eco_min_rate;eco_min;eco_max;exp_rate;exp_min_rate;exp_min;exp_max;mod_of_trans
214;NLPGRG-Zone2-Zone1;NLP;GRG;Zone 2;Zone 1;2.87;3306;1;1000;21.85;4056;1;1000;S
215;NLPJNB-Zone2-Zone1;NLP;JNB;Zone 2;Zone 1;1.79;1106;1;1000;3.41;1306;1;1000;S
216;NLPKIM-Zone2-Zone1;NLP;KIM;Zone 2;Zone 1;2.63;2341;1;1000;7.63;2850;1;1000;S
217;NLPKLD-Zone2-Zone1;NLP;KLD;Zone 2;Zone 1;2.51;1806;1;1000;6.24;2181;1;1000;S
218;NLPNLP-Zone2-Zone1;NLP;NLP;Zone 2;Zone 1;1.21;866;1;1000;2.19;1006;1;1000;S
219;NLPPLZ-Zone2-Zone1;NLP;PLZ;Zone 2;Zone 1;2.33;3006;1;1000;21.85;3681;1;1000;S
220;NLPPTG-Zone2-Zone1;NLP;PTG;Zone 2;Zone 1;1.67;1506;1;1000;6.49;1806;1;1000;S
221;PLZBFN-Zone2-Zone1;PLZ;BFN;Zone 2;Zone 1;2.27;1606;1;1000;18.76;1931;1;1000;S
222;PLZCPT-Zone2-Zone1;PLZ;CPT;Zone 2;Zone 1;2.33;2341;1;1000;18.76;2850;1;1000;S
223;PLZDUR-Zone2-Zone1;PLZ;DUR;Zone 2;Zone 1;2.09;2106;1;1000;18.76;2556;1;1000;S
224;PLZELS-Zone2-Zone1;PLZ;ELS;Zone 2;Zone 1;1.67;1106;1;1000;11.86;1306;1;1000;S
225;PLZGRG-Zone2-Zone1;PLZ;GRG;Zone 2;Zone 1;2.27;1306;1;1000;37.21;1556;1;1000;S
226;PLZJNB-Zone2-Zone1;PLZ;JNB;Zone 2;Zone 1;2.28;2341;1;1000;2.77;2850;1;1000;S
227;PLZKIM-Zone2-Zone1;PLZ;KIM;Zone 2;Zone 1;2.57;1806;1;1000;22.99;2181;1;1000;S
228;PLZKLD-Zone2-Zone1;PLZ;KLD;Zone 2;Zone 1;1.85;2341;1;1000;21.6;2850;1;1000;S
229;PLZNLP-Zone2-Zone1;PLZ;NLP;Zone 2;Zone 1;2.33;3006;1;1000;21.85;3681;1;1000;S
230;PLZPLZ-Zone2-Zone1;PLZ;PLZ;Zone 2;Zone 1;0.46;425;1;1000;0.67;638;1;1000;S
231;PLZPTG-Zone2-Zone1;PLZ;PTG;Zone 2;Zone 1;2.39;3006;1;1000;21.85;3681;1;1000;S
232;PTGBFN-Zone2-Zone1;PTG;BFN;Zone 2;Zone 1;1.97;2306;1;1000;21.85;2806;1;1000;S
233;PTGCPT-Zone2-Zone1;PTG;CPT;Zone 2;Zone 1;2.57;3006;1;1000;21.85;3681;1;1000;S
234;PTGDUR-Zone2-Zone1;PTG;DUR;Zone 2;Zone 1;2.39;2306;1;1000;16.72;2806;1;1000;S
235;PTGELS-Zone2-Zone1;PTG;ELS;Zone 2;Zone 1;2.93;3006;1;1000;21.85;3681;1;1000;S
236;PTGGRG-Zone2-Zone1;PTG;GRG;Zone 2;Zone 1;2.93;3306;1;1000;21.85;4056;1;1000;S
237;PTGJNB-Zone2-Zone1;PTG;JNB;Zone 2;Zone 1;1.79;1506;1;1000;3.41;1806;1;1000;S
238;PTGKIM-Zone2-Zone1;PTG;KIM;Zone 2;Zone 1;2.33;2341;1;1000;7.63;2850;1;1000;S
239;PTGKLD-Zone2-Zone1;PTG;KLD;Zone 2;Zone 1;2.45;1806;1;1000;6.24;2181;1;1000;S
240;PTGNLP-Zone2-Zone1;PTG;NLP;Zone 2;Zone 1;1.67;1506;1;1000;6.49;1806;1;1000;S
241;PTGPLZ-Zone2-Zone1;PTG;PLZ;Zone 2;Zone 1;2.39;3006;1;1000;21.85;3681;1;1000;S
242;PTGPTG-Zone2-Zone1;PTG;PTG;Zone 2;Zone 1;1.21;866;1;1000;2.19;1006;1;1000;S
243;BFNBFN-Zone3-Zone1;BFN;BFN;Zone 3;Zone 1;1.52;1202;1;1000;2.43;1342;1;1000;S
244;BFNCPT-Zone3-Zone1;BFN;CPT;Zone 3;Zone 1;2.28;2442;1;1000;19.13;2892;1;1000;S
245;BFNDUR-Zone3-Zone1;BFN;DUR;Zone 3;Zone 1;2.16;2142;1;1000;14;2517;1;1000;S
246;BFNELS-Zone3-Zone1;BFN;ELS;Zone 3;Zone 1;2.7;1942;1;1000;19.13;2267;1;1000;S
247;BFNGRG-Zone3-Zone1;BFN;GRG;Zone 3;Zone 1;2.82;2142;1;1000;37.58;2517;1;1000;S
248;BFNJNB-Zone3-Zone1;BFN;JNB;Zone 3;Zone 1;2.16;2142;1;1000;19.13;2517;1;1000;S
249;BFNKIM-Zone3-Zone1;BFN;KIM;Zone 3;Zone 1;2.04;1442;1;1000;23.36;1642;1;1000;S
250;BFNKLD-Zone3-Zone1;BFN;KLD;Zone 3;Zone 1;2.1;1642;1;1000;21.97;1892;1;1000;S
251;BFNNLP-Zone3-Zone1;BFN;NLP;Zone 3;Zone 1;2.34;2142;1;1000;22.22;2517;1;1000;S
252;BFNPLZ-Zone3-Zone1;BFN;PLZ;Zone 3;Zone 1;2.64;1942;1;1000;19.13;2267;1;1000;S
253;BFNPTG-Zone3-Zone1;BFN;PTG;Zone 3;Zone 1;2.34;2642;1;1000;22.22;3142;1;1000;S
254;CPTBFN-Zone3-Zone1;CPT;BFN;Zone 3;Zone 1;2.28;2442;1;1000;19.13;2892;1;1000;S
255;CPTCPT-Zone3-Zone1;CPT;CPT;Zone 3;Zone 1;0.73;695;1;1000;0.94;908;1;1000;S
256;CPTDUR-Zone3-Zone1;CPT;DUR;Zone 3;Zone 1;2.22;2792;1;1000;14.68;3330;1;1000;S
257;CPTELS-Zone3-Zone1;CPT;ELS;Zone 3;Zone 1;2.64;2942;1;1000;19.13;3517;1;1000;S
258;CPTGRG-Zone3-Zone1;CPT;GRG;Zone 3;Zone 1;3;2042;1;1000;37.58;2392;1;1000;S
259;CPTJNB-Zone3-Zone1;CPT;JNB;Zone 3;Zone 1;2.65;2677;1;1000;3.14;3186;1;1000;S
260;CPTKIM-Zone3-Zone1;CPT;KIM;Zone 3;Zone 1;2.82;2442;1;1000;23.36;2892;1;1000;S
261;CPTKLD-Zone3-Zone1;CPT;KLD;Zone 3;Zone 1;2.4;1642;1;1000;21.97;1892;1;1000;S
262;CPTNLP-Zone3-Zone1;CPT;NLP;Zone 3;Zone 1;2.94;3342;1;1000;22.22;4017;1;1000;S
263;CPTPLZ-Zone3-Zone1;CPT;PLZ;Zone 3;Zone 1;2.7;2677;1;1000;19.13;3186;1;1000;S
264;CPTPTG-Zone3-Zone1;CPT;PTG;Zone 3;Zone 1;2.94;3342;1;1000;22.22;4017;1;1000;S
265;DURBFN-Zone3-Zone1;DUR;BFN;Zone 3;Zone 1;2.16;2142;1;1000;14;2517;1;1000;S
266;DURCPT-Zone3-Zone1;DUR;CPT;Zone 3;Zone 1;2.22;2792;1;1000;14.68;3330;1;1000;S
267;DURDUR-Zone3-Zone1;DUR;DUR;Zone 3;Zone 1;0.73;695;1;1000;0.94;908;1;1000;S
268;DURELS-Zone3-Zone1;DUR;ELS;Zone 3;Zone 1;2.4;2142;1;1000;19.13;2517;1;1000;S
269;DURGRG-Zone3-Zone1;DUR;GRG;Zone 3;Zone 1;2.88;2792;1;1000;32.45;3330;1;1000;S
270;DURJNB-Zone3-Zone1;DUR;JNB;Zone 3;Zone 1;1.35;1733;1;1000;1.57;1995;1;1000;S
271;DURKIM-Zone3-Zone1;DUR;KIM;Zone 3;Zone 1;2.94;2342;1;1000;18.22;2767;1;1000;S
272;DURKLD-Zone3-Zone1;DUR;KLD;Zone 3;Zone 1;2.64;2142;1;1000;16.84;2517;1;1000;S
273;DURNLP-Zone3-Zone1;DUR;NLP;Zone 3;Zone 1;2.76;2142;1;1000;17.09;2517;1;1000;S
274;DURPLZ-Zone3-Zone1;DUR;PLZ;Zone 3;Zone 1;2.46;2442;1;1000;19.13;2892;1;1000;S
275;DURPTG-Zone3-Zone1;DUR;PTG;Zone 3;Zone 1;2.76;2642;1;1000;17.09;3142;1;1000;S
276;ELSBFN-Zone3-Zone1;ELS;BFN;Zone 3;Zone 1;2.7;1942;1;1000;19.13;2267;1;1000;S
277;ELSCPT-Zone3-Zone1;ELS;CPT;Zone 3;Zone 1;2.64;2942;1;1000;19.13;3517;1;1000;S
278;ELSDUR-Zone3-Zone1;ELS;DUR;Zone 3;Zone 1;2.4;2142;1;1000;19.13;2517;1;1000;S
279;ELSELS-Zone3-Zone1;ELS;ELS;Zone 3;Zone 1;1.64;1202;1;1000;2.68;1342;1;1000;S
280;ELSGRG-Zone3-Zone1;ELS;GRG;Zone 3;Zone 1;2.64;1642;1;1000;37.58;1892;1;1000;S
281;ELSJNB-Zone3-Zone1;ELS;JNB;Zone 3;Zone 1;2.82;2942;1;1000;19.13;3517;1;1000;S
282;ELSKIM-Zone3-Zone1;ELS;KIM;Zone 3;Zone 1;3.42;2142;1;1000;23.36;2517;1;1000;S
283;ELSKLD-Zone3-Zone1;ELS;KLD;Zone 3;Zone 1;2.88;2677;1;1000;21.97;3186;1;1000;S
284;ELSNLP-Zone3-Zone1;ELS;NLP;Zone 3;Zone 1;3.24;3342;1;1000;22.22;4017;1;1000;S
285;ELSPLZ-Zone3-Zone1;ELS;PLZ;Zone 3;Zone 1;2.04;1442;1;1000;12.23;1642;1;1000;S
286;ELSPTG-Zone3-Zone1;ELS;PTG;Zone 3;Zone 1;3.3;3342;1;1000;22.22;4017;1;1000;S
287;GRGBFN-Zone3-Zone1;GRG;BFN;Zone 3;Zone 1;2.82;2142;1;1000;37.58;2517;1;1000;S
288;GRGCPT-Zone3-Zone1;GRG;CPT;Zone 3;Zone 1;3;2042;1;1000;37.58;2392;1;1000;S
289;GRGDUR-Zone3-Zone1;GRG;DUR;Zone 3;Zone 1;2.88;2792;1;1000;32.45;3330;1;1000;S
290;GRGELS-Zone3-Zone1;GRG;ELS;Zone 3;Zone 1;2.64;1642;1;1000;37.58;1892;1;1000;S
291;GRGGRG-Zone3-Zone1;GRG;GRG;Zone 3;Zone 1;1.64;1202;1;1000;2.68;1342;1;1000;S
292;GRGJNB-Zone3-Zone1;GRG;JNB;Zone 3;Zone 1;3.15;3142;1;1000;19.13;3767;1;1000;S
293;GRGKIM-Zone3-Zone1;GRG;KIM;Zone 3;Zone 1;3.06;2442;1;1000;23.36;2892;1;1000;S
294;GRGKLD-Zone3-Zone1;GRG;KLD;Zone 3;Zone 1;3.15;2677;1;1000;21.97;3186;1;1000;S
295;GRGNLP-Zone3-Zone1;GRG;NLP;Zone 3;Zone 1;3.24;3642;1;1000;22.22;4392;1;1000;S
296;GRGPLZ-Zone3-Zone1;GRG;PLZ;Zone 3;Zone 1;2.64;1642;1;1000;37.58;1892;1;1000;S
297;GRGPTG-Zone3-Zone1;GRG;PTG;Zone 3;Zone 1;3.3;3642;1;1000;22.22;4392;1;1000;S
298;JNBBFN-Zone3-Zone1;JNB;BFN;Zone 3;Zone 1;2.16;2142;1;1000;19.13;2517;1;1000;S
299;JNBCPT-Zone3-Zone1;JNB;CPT;Zone 3;Zone 1;2.65;2677;1;1000;3.14;3186;1;1000;S
300;JNBDUR-Zone3-Zone1;JNB;DUR;Zone 3;Zone 1;1.35;1733;1;1000;1.57;1995;1;1000;S
301;JNBELS-Zone3-Zone1;JNB;ELS;Zone 3;Zone 1;2.82;2942;1;1000;19.13;3517;1;1000;S
302;JNBGRG-Zone3-Zone1;JNB;GRG;Zone 3;Zone 1;3.15;3142;1;1000;19.13;3767;1;1000;S
303;JNBJNB-Zone3-Zone1;JNB;JNB;Zone 3;Zone 1;0.69;695;1;1000;0.94;908;1;1000;S
304;JNBKIM-Zone3-Zone1;JNB;KIM;Zone 3;Zone 1;2.7;2342;1;1000;4.91;2767;1;1000;S
305;JNBKLD-Zone3-Zone1;JNB;KLD;Zone 3;Zone 1;2.04;1642;1;1000;3.53;1892;1;1000;S
306;JNBNLP-Zone3-Zone1;JNB;NLP;Zone 3;Zone 1;2.16;1442;1;1000;3.78;1642;1;1000;S
307;JNBPLZ-Zone3-Zone1;JNB;PLZ;Zone 3;Zone 1;2.65;2677;1;1000;3.14;3186;1;1000;S
308;JNBPTG-Zone3-Zone1;JNB;PTG;Zone 3;Zone 1;2.16;1842;1;1000;3.78;2142;1;1000;S
309;KIMBFN-Zone3-Zone1;KIM;BFN;Zone 3;Zone 1;2.04;1442;1;1000;23.36;1642;1;1000;S
310;KIMCPT-Zone3-Zone1;KIM;CPT;Zone 3;Zone 1;2.82;2442;1;1000;23.36;2892;1;1000;S
311;KIMDUR-Zone3-Zone1;KIM;DUR;Zone 3;Zone 1;2.94;2342;1;1000;18.22;2767;1;1000;S
312;KIMELS-Zone3-Zone1;KIM;ELS;Zone 3;Zone 1;3.42;2142;1;1000;23.36;2517;1;1000;S
313;KIMGRG-Zone3-Zone1;KIM;GRG;Zone 3;Zone 1;3.06;2442;1;1000;23.36;2892;1;1000;S
314;KIMJNB-Zone3-Zone1;KIM;JNB;Zone 3;Zone 1;2.7;2342;1;1000;4.91;2767;1;1000;S
315;KIMKIM-Zone3-Zone1;KIM;KIM;Zone 3;Zone 1;1.64;1202;1;1000;2.68;1342;1;1000;S
316;KIMKLD-Zone3-Zone1;KIM;KLD;Zone 3;Zone 1;3;1642;1;1000;5.54;1892;1;1000;S
317;KIMNLP-Zone3-Zone1;KIM;NLP;Zone 3;Zone 1;3;2677;1;1000;8;3186;1;1000;S
318;KIMPLZ-Zone3-Zone1;KIM;PLZ;Zone 3;Zone 1;2.94;2142;1;1000;23.36;2517;1;1000;S
319;KIMPTG-Zone3-Zone1;KIM;PTG;Zone 3;Zone 1;2.7;2677;1;1000;8;3186;1;1000;S
320;KLDBFN-Zone3-Zone1;KLD;BFN;Zone 3;Zone 1;2.1;1642;1;1000;21.97;1892;1;1000;S
321;KLDCPT-Zone3-Zone1;KLD;CPT;Zone 3;Zone 1;2.4;1642;1;1000;21.97;1892;1;1000;S
322;KLDDUR-Zone3-Zone1;KLD;DUR;Zone 3;Zone 1;2.64;2142;1;1000;16.84;2517;1;1000;S
323;KLDELS-Zone3-Zone1;KLD;ELS;Zone 3;Zone 1;2.88;2677;1;1000;21.97;3186;1;1000;S
324;KLDGRG-Zone3-Zone1;KLD;GRG;Zone 3;Zone 1;3.15;2677;1;1000;21.97;3186;1;1000;S
325;KLDJNB-Zone3-Zone1;KLD;JNB;Zone 3;Zone 1;2.04;1642;1;1000;3.53;1892;1;1000;S
326;KLDKIM-Zone3-Zone1;KLD;KIM;Zone 3;Zone 1;3;1642;1;1000;5.54;1892;1;1000;S
327;KLDKLD-Zone3-Zone1;KLD;KLD;Zone 3;Zone 1;1.52;1202;1;1000;2.43;1342;1;1000;S
328;KLDNLP-Zone3-Zone1;KLD;NLP;Zone 3;Zone 1;2.88;2142;1;1000;6.61;2517;1;1000;S
329;KLDPLZ-Zone3-Zone1;KLD;PLZ;Zone 3;Zone 1;2.22;2677;1;1000;21.97;3186;1;1000;S
330;KLDPTG-Zone3-Zone1;KLD;PTG;Zone 3;Zone 1;2.82;2142;1;1000;6.61;2517;1;1000;S
331;NLPBFN-Zone3-Zone1;NLP;BFN;Zone 3;Zone 1;2.34;2142;1;1000;22.22;2517;1;1000;S
332;NLPCPT-Zone3-Zone1;NLP;CPT;Zone 3;Zone 1;2.94;3342;1;1000;22.22;4017;1;1000;S
333;NLPDUR-Zone3-Zone1;NLP;DUR;Zone 3;Zone 1;2.76;2142;1;1000;17.09;2517;1;1000;S
334;NLPELS-Zone3-Zone1;NLP;ELS;Zone 3;Zone 1;3.24;3342;1;1000;22.22;4017;1;1000;S
335;NLPGRG-Zone3-Zone1;NLP;GRG;Zone 3;Zone 1;3.24;3642;1;1000;22.22;4392;1;1000;S
336;NLPJNB-Zone3-Zone1;NLP;JNB;Zone 3;Zone 1;2.16;1442;1;1000;3.78;1642;1;1000;S
337;NLPKIM-Zone3-Zone1;NLP;KIM;Zone 3;Zone 1;3;2677;1;1000;8;3186;1;1000;S
338;NLPKLD-Zone3-Zone1;NLP;KLD;Zone 3;Zone 1;2.88;2142;1;1000;6.61;2517;1;1000;S
339;NLPNLP-Zone3-Zone1;NLP;NLP;Zone 3;Zone 1;1.58;1202;1;1000;2.56;1342;1;1000;S
340;NLPPLZ-Zone3-Zone1;NLP;PLZ;Zone 3;Zone 1;2.7;3342;1;1000;22.22;4017;1;1000;S
341;NLPPTG-Zone3-Zone1;NLP;PTG;Zone 3;Zone 1;2.04;1842;1;1000;6.86;2142;1;1000;S
342;PLZBFN-Zone3-Zone1;PLZ;BFN;Zone 3;Zone 1;2.64;1942;1;1000;19.13;2267;1;1000;S
343;PLZCPT-Zone3-Zone1;PLZ;CPT;Zone 3;Zone 1;2.7;2677;1;1000;19.13;3186;1;1000;S
344;PLZDUR-Zone3-Zone1;PLZ;DUR;Zone 3;Zone 1;2.46;2442;1;1000;19.13;2892;1;1000;S
345;PLZELS-Zone3-Zone1;PLZ;ELS;Zone 3;Zone 1;2.04;1442;1;1000;12.23;1642;1;1000;S
346;PLZGRG-Zone3-Zone1;PLZ;GRG;Zone 3;Zone 1;2.64;1642;1;1000;37.58;1892;1;1000;S
347;PLZJNB-Zone3-Zone1;PLZ;JNB;Zone 3;Zone 1;2.65;2677;1;1000;3.14;3186;1;1000;S
348;PLZKIM-Zone3-Zone1;PLZ;KIM;Zone 3;Zone 1;2.94;2142;1;1000;23.36;2517;1;1000;S
349;PLZKLD-Zone3-Zone1;PLZ;KLD;Zone 3;Zone 1;2.22;2677;1;1000;21.97;3186;1;1000;S
350;PLZNLP-Zone3-Zone1;PLZ;NLP;Zone 3;Zone 1;2.7;3342;1;1000;22.22;4017;1;1000;S
351;PLZPLZ-Zone3-Zone1;PLZ;PLZ;Zone 3;Zone 1;0.73;695;1;1000;0.94;908;1;1000;S
352;PLZPTG-Zone3-Zone1;PLZ;PTG;Zone 3;Zone 1;2.76;3342;1;1000;22.22;4017;1;1000;S
353;PTGBFN-Zone3-Zone1;PTG;BFN;Zone 3;Zone 1;2.34;2642;1;1000;22.22;3142;1;1000;S
354;PTGCPT-Zone3-Zone1;PTG;CPT;Zone 3;Zone 1;2.94;3342;1;1000;22.22;4017;1;1000;S
355;PTGDUR-Zone3-Zone1;PTG;DUR;Zone 3;Zone 1;2.76;2642;1;1000;17.09;3142;1;1000;S
356;PTGELS-Zone3-Zone1;PTG;ELS;Zone 3;Zone 1;3.3;3342;1;1000;22.22;4017;1;1000;S
357;PTGGRG-Zone3-Zone1;PTG;GRG;Zone 3;Zone 1;3.3;3642;1;1000;22.22;4392;1;1000;S
358;PTGJNB-Zone3-Zone1;PTG;JNB;Zone 3;Zone 1;2.16;1842;1;1000;3.78;2142;1;1000;S
359;PTGKIM-Zone3-Zone1;PTG;KIM;Zone 3;Zone 1;2.7;2677;1;1000;8;3186;1;1000;S
360;PTGKLD-Zone3-Zone1;PTG;KLD;Zone 3;Zone 1;2.82;2142;1;1000;6.61;2517;1;1000;S
361;PTGNLP-Zone3-Zone1;PTG;NLP;Zone 3;Zone 1;2.04;1842;1;1000;6.86;2142;1;1000;S
362;PTGPLZ-Zone3-Zone1;PTG;PLZ;Zone 3;Zone 1;2.76;3342;1;1000;22.22;4017;1;1000;S
363;PTGPTG-Zone3-Zone1;PTG;PTG;Zone 3;Zone 1;1.58;1202;1;1000;2.56;1342;1;1000;S
364;BFNBFN-Zone4-Zone1;BFN;BFN;Zone 4;Zone 1;1.96;1571;1;1000;2.87;1711;1;1000;S
365;BFNCPT-Zone4-Zone1;BFN;CPT;Zone 4;Zone 1;2.72;2811;1;1000;19.57;3261;1;1000;S
366;BFNDUR-Zone4-Zone1;BFN;DUR;Zone 4;Zone 1;2.6;2511;1;1000;14.44;2886;1;1000;S
367;BFNELS-Zone4-Zone1;BFN;ELS;Zone 4;Zone 1;3.14;2311;1;1000;19.57;2636;1;1000;S
368;BFNGRG-Zone4-Zone1;BFN;GRG;Zone 4;Zone 1;3.26;2511;1;1000;38.02;2886;1;1000;S
369;BFNJNB-Zone4-Zone1;BFN;JNB;Zone 4;Zone 1;2.6;2511;1;1000;19.57;2886;1;1000;S
370;BFNKIM-Zone4-Zone1;BFN;KIM;Zone 4;Zone 1;2.48;1811;1;1000;23.8;2011;1;1000;S
371;BFNKLD-Zone4-Zone1;BFN;KLD;Zone 4;Zone 1;2.54;2011;1;1000;22.41;2261;1;1000;S
372;BFNNLP-Zone4-Zone1;BFN;NLP;Zone 4;Zone 1;2.78;2511;1;1000;22.66;2886;1;1000;S
373;BFNPLZ-Zone4-Zone1;BFN;PLZ;Zone 4;Zone 1;3.08;2311;1;1000;19.57;2636;1;1000;S
374;BFNPTG-Zone4-Zone1;BFN;PTG;Zone 4;Zone 1;2.78;3011;1;1000;22.66;3511;1;1000;S
375;CPTBFN-Zone4-Zone1;CPT;BFN;Zone 4;Zone 1;2.72;2811;1;1000;19.57;3261;1;1000;S
376;CPTCPT-Zone4-Zone1;CPT;CPT;Zone 4;Zone 1;1.1;985;1;1000;1.31;1198;1;1000;S
377;CPTDUR-Zone4-Zone1;CPT;DUR;Zone 4;Zone 1;2.66;3161;1;1000;15.12;3699;1;1000;S
378;CPTELS-Zone4-Zone1;CPT;ELS;Zone 4;Zone 1;3.08;3311;1;1000;19.57;3886;1;1000;S
379;CPTGRG-Zone4-Zone1;CPT;GRG;Zone 4;Zone 1;3.44;2411;1;1000;38.02;2761;1;1000;S
380;CPTJNB-Zone4-Zone1;CPT;JNB;Zone 4;Zone 1;3.09;3046;1;1000;3.58;3555;1;1000;S
381;CPTKIM-Zone4-Zone1;CPT;KIM;Zone 4;Zone 1;3.26;2811;1;1000;23.8;3261;1;1000;S
382;CPTKLD-Zone4-Zone1;CPT;KLD;Zone 4;Zone 1;2.84;2011;1;1000;22.41;2261;1;1000;S
383;CPTNLP-Zone4-Zone1;CPT;NLP;Zone 4;Zone 1;3.38;3711;1;1000;22.66;4386;1;1000;S
384;CPTPLZ-Zone4-Zone1;CPT;PLZ;Zone 4;Zone 1;3.14;3046;1;1000;19.57;3555;1;1000;S
385;CPTPTG-Zone4-Zone1;CPT;PTG;Zone 4;Zone 1;3.38;3711;1;1000;22.66;4386;1;1000;S
386;DURBFN-Zone4-Zone1;DUR;BFN;Zone 4;Zone 1;2.6;2511;1;1000;14.44;2886;1;1000;S
387;DURCPT-Zone4-Zone1;DUR;CPT;Zone 4;Zone 1;2.66;3161;1;1000;15.12;3699;1;1000;S
388;DURDUR-Zone4-Zone1;DUR;DUR;Zone 4;Zone 1;1.1;985;1;1000;1.31;1198;1;1000;S
389;DURELS-Zone4-Zone1;DUR;ELS;Zone 4;Zone 1;2.84;2511;1;1000;19.57;2886;1;1000;S
390;DURGRG-Zone4-Zone1;DUR;GRG;Zone 4;Zone 1;3.32;3161;1;1000;32.89;3699;1;1000;S
391;DURJNB-Zone4-Zone1;DUR;JNB;Zone 4;Zone 1;1.62;1979;1;1000;1.84;2241;1;1000;S
392;DURKIM-Zone4-Zone1;DUR;KIM;Zone 4;Zone 1;3.38;2711;1;1000;18.66;3136;1;1000;S
393;DURKLD-Zone4-Zone1;DUR;KLD;Zone 4;Zone 1;3.08;2511;1;1000;17.28;2886;1;1000;S
394;DURNLP-Zone4-Zone1;DUR;NLP;Zone 4;Zone 1;3.2;2511;1;1000;17.53;2886;1;1000;S
395;DURPLZ-Zone4-Zone1;DUR;PLZ;Zone 4;Zone 1;2.9;2811;1;1000;19.57;3261;1;1000;S
396;DURPTG-Zone4-Zone1;DUR;PTG;Zone 4;Zone 1;3.2;3011;1;1000;17.53;3511;1;1000;S
397;ELSBFN-Zone4-Zone1;ELS;BFN;Zone 4;Zone 1;3.14;2311;1;1000;19.57;2636;1;1000;S
398;ELSCPT-Zone4-Zone1;ELS;CPT;Zone 4;Zone 1;3.08;3311;1;1000;19.57;3886;1;1000;S
399;ELSDUR-Zone4-Zone1;ELS;DUR;Zone 4;Zone 1;2.84;2511;1;1000;19.57;2886;1;1000;S
400;ELSELS-Zone4-Zone1;ELS;ELS;Zone 4;Zone 1;2.08;1571;1;1000;3.12;1711;1;1000;S
401;ELSGRG-Zone4-Zone1;ELS;GRG;Zone 4;Zone 1;3.08;2011;1;1000;38.02;2261;1;1000;S
402;ELSJNB-Zone4-Zone1;ELS;JNB;Zone 4;Zone 1;3.26;3311;1;1000;19.57;3886;1;1000;S
403;ELSKIM-Zone4-Zone1;ELS;KIM;Zone 4;Zone 1;3.86;2511;1;1000;23.8;2886;1;1000;S
404;ELSKLD-Zone4-Zone1;ELS;KLD;Zone 4;Zone 1;3.32;3046;1;1000;22.41;3555;1;1000;S
405;ELSNLP-Zone4-Zone1;ELS;NLP;Zone 4;Zone 1;3.68;3711;1;1000;22.66;4386;1;1000;S
406;ELSPLZ-Zone4-Zone1;ELS;PLZ;Zone 4;Zone 1;2.48;1811;1;1000;12.67;2011;1;1000;S
407;ELSPTG-Zone4-Zone1;ELS;PTG;Zone 4;Zone 1;3.74;3711;1;1000;22.66;4386;1;1000;S
408;GRGBFN-Zone4-Zone1;GRG;BFN;Zone 4;Zone 1;3.26;2511;1;1000;38.02;2886;1;1000;S
409;GRGCPT-Zone4-Zone1;GRG;CPT;Zone 4;Zone 1;3.44;2411;1;1000;38.02;2761;1;1000;S
410;GRGDUR-Zone4-Zone1;GRG;DUR;Zone 4;Zone 1;3.32;3161;1;1000;32.89;3699;1;1000;S
411;GRGELS-Zone4-Zone1;GRG;ELS;Zone 4;Zone 1;3.08;2011;1;1000;38.02;2261;1;1000;S
412;GRGGRG-Zone4-Zone1;GRG;GRG;Zone 4;Zone 1;2.08;1571;1;1000;3.12;1711;1;1000;S
413;GRGJNB-Zone4-Zone1;GRG;JNB;Zone 4;Zone 1;3.59;3511;1;1000;19.57;4136;1;1000;S
414;GRGKIM-Zone4-Zone1;GRG;KIM;Zone 4;Zone 1;3.5;2811;1;1000;23.8;3261;1;1000;S
415;GRGKLD-Zone4-Zone1;GRG;KLD;Zone 4;Zone 1;3.59;3046;1;1000;22.41;3555;1;1000;S
416;GRGNLP-Zone4-Zone1;GRG;NLP;Zone 4;Zone 1;3.68;4011;1;1000;22.66;4761;1;1000;S
417;GRGPLZ-Zone4-Zone1;GRG;PLZ;Zone 4;Zone 1;3.08;2011;1;1000;38.02;2261;1;1000;S
418;GRGPTG-Zone4-Zone1;GRG;PTG;Zone 4;Zone 1;3.74;4011;1;1000;22.66;4761;1;1000;S
419;JNBBFN-Zone4-Zone1;JNB;BFN;Zone 4;Zone 1;2.6;2511;1;1000;19.57;2886;1;1000;S
420;JNBCPT-Zone4-Zone1;JNB;CPT;Zone 4;Zone 1;3.09;3046;1;1000;3.58;3555;1;1000;S
421;JNBDUR-Zone4-Zone1;JNB;DUR;Zone 4;Zone 1;1.62;1979;1;1000;1.84;2241;1;1000;S
422;JNBELS-Zone4-Zone1;JNB;ELS;Zone 4;Zone 1;3.26;3311;1;1000;19.57;3886;1;1000;S
423;JNBGRG-Zone4-Zone1;JNB;GRG;Zone 4;Zone 1;3.59;3511;1;1000;19.57;4136;1;1000;S
424;JNBJNB-Zone4-Zone1;JNB;JNB;Zone 4;Zone 1;1.06;985;1;1000;1.31;1198;1;1000;S
425;JNBKIM-Zone4-Zone1;JNB;KIM;Zone 4;Zone 1;3.14;2711;1;1000;5.35;3136;1;1000;S
426;JNBKLD-Zone4-Zone1;JNB;KLD;Zone 4;Zone 1;2.48;2011;1;1000;3.97;2261;1;1000;S
427;JNBNLP-Zone4-Zone1;JNB;NLP;Zone 4;Zone 1;2.6;1811;1;1000;4.22;2011;1;1000;S
