id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max;ex_rate;ex_min_rate
233;PTGCPT-Zone 2-Zone 1;PTG;CPT;Zone 2;Zone 1;2.57;3006;1;1000;2.39;2306
234;PTGDUR-Zone 2-Zone 1;PTG;DUR;Zone 2;Zone 1;2.39;2306;1;1000;2.93;3006
235;PTGELS-Zone 2-Zone 1;PTG;ELS;Zone 2;Zone 1;2.93;3006;1;1000;2.93;3306
236;PTGGRG-Zone 2-Zone 1;PTG;GRG;Zone 2;Zone 1;2.93;3306;1;1000;1.79;1506
237;PTGJNB-Zone 2-Zone 1;PTG;JNB;Zone 2;Zone 1;1.79;1506;1;1000;2.33;2341
238;PTGKIM-Zone 2-Zone 1;PTG;KIM;Zone 2;Zone 1;2.33;2341;1;1000;2.45;1806
239;PTGKLD-Zone 2-Zone 1;PTG;KLD;Zone 2;Zone 1;2.45;1806;1;1000;1.67;1506
240;PTGNLP-Zone 2-Zone 1;PTG;NLP;Zone 2;Zone 1;1.67;1506;1;1000;2.39;3006
241;PTGPLZ-Zone 2-Zone 1;PTG;PLZ;Zone 2;Zone 1;2.39;3006;1;1000;1.21;866
242;PTGPTG-Zone 2-Zone 1;PTG;PTG;Zone 2;Zone 1;1.21;866;1;1000;1.52;1202
243;BFNBFN-Zone 3-Zone 1;BFN;BFN;Zone 3;Zone 1;1.52;1202;1;1000;2.28;2442
244;BFNCPT-Zone 3-Zone 1;BFN;CPT;Zone 3;Zone 1;2.28;2442;1;1000;2.16;2142
245;BFNDUR-Zone 3-Zone 1;BFN;DUR;Zone 3;Zone 1;2.16;2142;1;1000;2.7;1942
246;BFNELS-Zone 3-Zone 1;BFN;ELS;Zone 3;Zone 1;2.7;1942;1;1000;2.82;2142
247;BFNGRG-Zone 3-Zone 1;BFN;GRG;Zone 3;Zone 1;2.82;2142;1;1000;2.16;2142
248;BFNJNB-Zone 3-Zone 1;BFN;JNB;Zone 3;Zone 1;2.16;2142;1;1000;2.04;1442
249;BFNKIM-Zone 3-Zone 1;BFN;KIM;Zone 3;Zone 1;2.04;1442;1;1000;2.1;1642
250;BFNKLD-Zone 3-Zone 1;BFN;KLD;Zone 3;Zone 1;2.1;1642;1;1000;2.34;2142
251;BFNNLP-Zone 3-Zone 1;BFN;NLP;Zone 3;Zone 1;2.34;2142;1;1000;2.64;1942
252;BFNPLZ-Zone 3-Zone 1;BFN;PLZ;Zone 3;Zone 1;2.64;1942;1;1000;2.34;2642
253;BFNPTG-Zone 3-Zone 1;BFN;PTG;Zone 3;Zone 1;2.34;2642;1;1000;2.28;2442
254;CPTBFN-Zone 3-Zone 1;CPT;BFN;Zone 3;Zone 1;2.28;2442;1;1000;0.73;695
255;CPTCPT-Zone 3-Zone 1;CPT;CPT;Zone 3;Zone 1;0.73;695;1;1000;2.22;2792
256;CPTDUR-Zone 3-Zone 1;CPT;DUR;Zone 3;Zone 1;2.22;2792;1;1000;2.64;2942
257;CPTELS-Zone 3-Zone 1;CPT;ELS;Zone 3;Zone 1;2.64;2942;1;1000;3;2042
258;CPTGRG-Zone 3-Zone 1;CPT;GRG;Zone 3;Zone 1;3;2042;1;1000;2.65;2677
259;CPTJNB-Zone 3-Zone 1;CPT;JNB;Zone 3;Zone 1;2.65;2677;1;1000;2.82;2442
260;CPTKIM-Zone 3-Zone 1;CPT;KIM;Zone 3;Zone 1;2.82;2442;1;1000;2.4;1642
261;CPTKLD-Zone 3-Zone 1;CPT;KLD;Zone 3;Zone 1;2.4;1642;1;1000;2.94;3342
262;CPTNLP-Zone 3-Zone 1;CPT;NLP;Zone 3;Zone 1;2.94;3342;1;1000;2.7;2677
263;CPTPLZ-Zone 3-Zone 1;CPT;PLZ;Zone 3;Zone 1;2.7;2677;1;1000;2.94;3342
264;CPTPTG-Zone 3-Zone 1;CPT;PTG;Zone 3;Zone 1;2.94;3342;1;1000;2.16;2142
265;DURBFN-Zone 3-Zone 1;DUR;BFN;Zone 3;Zone 1;2.16;2142;1;1000;2.22;2792
266;DURCPT-Zone 3-Zone 1;DUR;CPT;Zone 3;Zone 1;2.22;2792;1;1000;0.73;695
267;DURDUR-Zone 3-Zone 1;DUR;DUR;Zone 3;Zone 1;0.73;695;1;1000;2.4;2142
268;DURELS-Zone 3-Zone 1;DUR;ELS;Zone 3;Zone 1;2.4;2142;1;1000;2.88;2792
269;DURGRG-Zone 3-Zone 1;DUR;GRG;Zone 3;Zone 1;2.88;2792;1;1000;1.35;1733
270;DURJNB-Zone 3-Zone 1;DUR;JNB;Zone 3;Zone 1;1.35;1733;1;1000;2.94;2342
271;DURKIM-Zone 3-Zone 1;DUR;KIM;Zone 3;Zone 1;2.94;2342;1;1000;2.64;2142
272;DURKLD-Zone 3-Zone 1;DUR;KLD;Zone 3;Zone 1;2.64;2142;1;1000;2.76;2142
273;DURNLP-Zone 3-Zone 1;DUR;NLP;Zone 3;Zone 1;2.76;2142;1;1000;2.46;2442
274;DURPLZ-Zone 3-Zone 1;DUR;PLZ;Zone 3;Zone 1;2.46;2442;1;1000;2.76;2642
275;DURPTG-Zone 3-Zone 1;DUR;PTG;Zone 3;Zone 1;2.76;2642;1;1000;2.7;1942
276;ELSBFN-Zone 3-Zone 1;ELS;BFN;Zone 3;Zone 1;2.7;1942;1;1000;2.64;2942
277;ELSCPT-Zone 3-Zone 1;ELS;CPT;Zone 3;Zone 1;2.64;2942;1;1000;2.4;2142
278;ELSDUR-Zone 3-Zone 1;ELS;DUR;Zone 3;Zone 1;2.4;2142;1;1000;1.64;1202
279;ELSELS-Zone 3-Zone 1;ELS;ELS;Zone 3;Zone 1;1.64;1202;1;1000;2.64;1642
280;ELSGRG-Zone 3-Zone 1;ELS;GRG;Zone 3;Zone 1;2.64;1642;1;1000;2.82;2942
281;ELSJNB-Zone 3-Zone 1;ELS;JNB;Zone 3;Zone 1;2.82;2942;1;1000;3.42;2142
282;ELSKIM-Zone 3-Zone 1;ELS;KIM;Zone 3;Zone 1;3.42;2142;1;1000;2.88;2677
283;ELSKLD-Zone 3-Zone 1;ELS;KLD;Zone 3;Zone 1;2.88;2677;1;1000;3.24;3342
284;ELSNLP-Zone 3-Zone 1;ELS;NLP;Zone 3;Zone 1;3.24;3342;1;1000;2.04;1442
285;ELSPLZ-Zone 3-Zone 1;ELS;PLZ;Zone 3;Zone 1;2.04;1442;1;1000;3.3;3342
286;ELSPTG-Zone 3-Zone 1;ELS;PTG;Zone 3;Zone 1;3.3;3342;1;1000;2.82;2142
287;GRGBFN-Zone 3-Zone 1;GRG;BFN;Zone 3;Zone 1;2.82;2142;1;1000;3;2042
288;GRGCPT-Zone 3-Zone 1;GRG;CPT;Zone 3;Zone 1;3;2042;1;1000;2.88;2792
289;GRGDUR-Zone 3-Zone 1;GRG;DUR;Zone 3;Zone 1;2.88;2792;1;1000;2.64;1642
290;GRGELS-Zone 3-Zone 1;GRG;ELS;Zone 3;Zone 1;2.64;1642;1;1000;1.64;1202
291;GRGGRG-Zone 3-Zone 1;GRG;GRG;Zone 3;Zone 1;1.64;1202;1;1000;3.15;3142
292;GRGJNB-Zone 3-Zone 1;GRG;JNB;Zone 3;Zone 1;3.15;3142;1;1000;3.06;2442
293;GRGKIM-Zone 3-Zone 1;GRG;KIM;Zone 3;Zone 1;3.06;2442;1;1000;3.15;2677
294;GRGKLD-Zone 3-Zone 1;GRG;KLD;Zone 3;Zone 1;3.15;2677;1;1000;3.24;3642
295;GRGNLP-Zone 3-Zone 1;GRG;NLP;Zone 3;Zone 1;3.24;3642;1;1000;2.64;1642
296;GRGPLZ-Zone 3-Zone 1;GRG;PLZ;Zone 3;Zone 1;2.64;1642;1;1000;3.3;3642
297;GRGPTG-Zone 3-Zone 1;GRG;PTG;Zone 3;Zone 1;3.3;3642;1;1000;2.16;2142
298;JNBBFN-Zone 3-Zone 1;JNB;BFN;Zone 3;Zone 1;2.16;2142;1;1000;2.65;2677
299;JNBCPT-Zone 3-Zone 1;JNB;CPT;Zone 3;Zone 1;2.65;2677;1;1000;1.35;1733
300;JNBDUR-Zone 3-Zone 1;JNB;DUR;Zone 3;Zone 1;1.35;1733;1;1000;2.82;2942
301;JNBELS-Zone 3-Zone 1;JNB;ELS;Zone 3;Zone 1;2.82;2942;1;1000;3.15;3142
302;JNBGRG-Zone 3-Zone 1;JNB;GRG;Zone 3;Zone 1;3.15;3142;1;1000;0.69;695
303;JNBJNB-Zone 3-Zone 1;JNB;JNB;Zone 3;Zone 1;0.69;695;1;1000;2.7;2342
304;JNBKIM-Zone 3-Zone 1;JNB;KIM;Zone 3;Zone 1;2.7;2342;1;1000;2.04;1642
305;JNBKLD-Zone 3-Zone 1;JNB;KLD;Zone 3;Zone 1;2.04;1642;1;1000;2.16;1442
306;JNBNLP-Zone 3-Zone 1;JNB;NLP;Zone 3;Zone 1;2.16;1442;1;1000;2.65;2677
307;JNBPLZ-Zone 3-Zone 1;JNB;PLZ;Zone 3;Zone 1;2.65;2677;1;1000;2.16;1842
308;JNBPTG-Zone 3-Zone 1;JNB;PTG;Zone 3;Zone 1;2.16;1842;1;1000;2.04;1442
309;KIMBFN-Zone 3-Zone 1;KIM;BFN;Zone 3;Zone 1;2.04;1442;1;1000;2.82;2442
310;KIMCPT-Zone 3-Zone 1;KIM;CPT;Zone 3;Zone 1;2.82;2442;1;1000;2.94;2342
311;KIMDUR-Zone 3-Zone 1;KIM;DUR;Zone 3;Zone 1;2.94;2342;1;1000;3.42;2142
312;KIMELS-Zone 3-Zone 1;KIM;ELS;Zone 3;Zone 1;3.42;2142;1;1000;3.06;2442
313;KIMGRG-Zone 3-Zone 1;KIM;GRG;Zone 3;Zone 1;3.06;2442;1;1000;2.7;2342
314;KIMJNB-Zone 3-Zone 1;KIM;JNB;Zone 3;Zone 1;2.7;2342;1;1000;1.64;1202
315;KIMKIM-Zone 3-Zone 1;KIM;KIM;Zone 3;Zone 1;1.64;1202;1;1000;3;1642
316;KIMKLD-Zone 3-Zone 1;KIM;KLD;Zone 3;Zone 1;3;1642;1;1000;3;2677
317;KIMNLP-Zone 3-Zone 1;KIM;NLP;Zone 3;Zone 1;3;2677;1;1000;2.94;2142
318;KIMPLZ-Zone 3-Zone 1;KIM;PLZ;Zone 3;Zone 1;2.94;2142;1;1000;2.7;2677
319;KIMPTG-Zone 3-Zone 1;KIM;PTG;Zone 3;Zone 1;2.7;2677;1;1000;2.1;1642
320;KLDBFN-Zone 3-Zone 1;KLD;BFN;Zone 3;Zone 1;2.1;1642;1;1000;2.4;1642
321;KLDCPT-Zone 3-Zone 1;KLD;CPT;Zone 3;Zone 1;2.4;1642;1;1000;2.64;2142
322;KLDDUR-Zone 3-Zone 1;KLD;DUR;Zone 3;Zone 1;2.64;2142;1;1000;2.88;2677
323;KLDELS-Zone 3-Zone 1;KLD;ELS;Zone 3;Zone 1;2.88;2677;1;1000;3.15;2677
324;KLDGRG-Zone 3-Zone 1;KLD;GRG;Zone 3;Zone 1;3.15;2677;1;1000;2.04;1642
325;KLDJNB-Zone 3-Zone 1;KLD;JNB;Zone 3;Zone 1;2.04;1642;1;1000;3;1642
326;KLDKIM-Zone 3-Zone 1;KLD;KIM;Zone 3;Zone 1;3;1642;1;1000;1.52;1202
327;KLDKLD-Zone 3-Zone 1;KLD;KLD;Zone 3;Zone 1;1.52;1202;1;1000;2.88;2142
328;KLDNLP-Zone 3-Zone 1;KLD;NLP;Zone 3;Zone 1;2.88;2142;1;1000;2.22;2677
329;KLDPLZ-Zone 3-Zone 1;KLD;PLZ;Zone 3;Zone 1;2.22;2677;1;1000;2.82;2142
330;KLDPTG-Zone 3-Zone 1;KLD;PTG;Zone 3;Zone 1;2.82;2142;1;1000;2.34;2142
331;NLPBFN-Zone 3-Zone 1;NLP;BFN;Zone 3;Zone 1;2.34;2142;1;1000;2.94;3342
332;NLPCPT-Zone 3-Zone 1;NLP;CPT;Zone 3;Zone 1;2.94;3342;1;1000;2.76;2142
333;NLPDUR-Zone 3-Zone 1;NLP;DUR;Zone 3;Zone 1;2.76;2142;1;1000;3.24;3342
334;NLPELS-Zone 3-Zone 1;NLP;ELS;Zone 3;Zone 1;3.24;3342;1;1000;3.24;3642
335;NLPGRG-Zone 3-Zone 1;NLP;GRG;Zone 3;Zone 1;3.24;3642;1;1000;2.16;1442
336;NLPJNB-Zone 3-Zone 1;NLP;JNB;Zone 3;Zone 1;2.16;1442;1;1000;3;2677
337;NLPKIM-Zone 3-Zone 1;NLP;KIM;Zone 3;Zone 1;3;2677;1;1000;2.88;2142
338;NLPKLD-Zone 3-Zone 1;NLP;KLD;Zone 3;Zone 1;2.88;2142;1;1000;1.58;1202
339;NLPNLP-Zone 3-Zone 1;NLP;NLP;Zone 3;Zone 1;1.58;1202;1;1000;2.7;3342
340;NLPPLZ-Zone 3-Zone 1;NLP;PLZ;Zone 3;Zone 1;2.7;3342;1;1000;2.04;1842
341;NLPPTG-Zone 3-Zone 1;NLP;PTG;Zone 3;Zone 1;2.04;1842;1;1000;2.64;1942
342;PLZBFN-Zone 3-Zone 1;PLZ;BFN;Zone 3;Zone 1;2.64;1942;1;1000;2.7;2677
343;PLZCPT-Zone 3-Zone 1;PLZ;CPT;Zone 3;Zone 1;2.7;2677;1;1000;2.46;2442
344;PLZDUR-Zone 3-Zone 1;PLZ;DUR;Zone 3;Zone 1;2.46;2442;1;1000;2.04;1442
345;PLZELS-Zone 3-Zone 1;PLZ;ELS;Zone 3;Zone 1;2.04;1442;1;1000;2.64;1642
346;PLZGRG-Zone 3-Zone 1;PLZ;GRG;Zone 3;Zone 1;2.64;1642;1;1000;2.65;2677
347;PLZJNB-Zone 3-Zone 1;PLZ;JNB;Zone 3;Zone 1;2.65;2677;1;1000;2.94;2142
348;PLZKIM-Zone 3-Zone 1;PLZ;KIM;Zone 3;Zone 1;2.94;2142;1;1000;2.22;2677
349;PLZKLD-Zone 3-Zone 1;PLZ;KLD;Zone 3;Zone 1;2.22;2677;1;1000;2.7;3342
350;PLZNLP-Zone 3-Zone 1;PLZ;NLP;Zone 3;Zone 1;2.7;3342;1;1000;0.73;695
351;PLZPLZ-Zone 3-Zone 1;PLZ;PLZ;Zone 3;Zone 1;0.73;695;1;1000;2.76;3342
352;PLZPTG-Zone 3-Zone 1;PLZ;PTG;Zone 3;Zone 1;2.76;3342;1;1000;2.34;2642
353;PTGBFN-Zone 3-Zone 1;PTG;BFN;Zone 3;Zone 1;2.34;2642;1;1000;2.94;3342
354;PTGCPT-Zone 3-Zone 1;PTG;CPT;Zone 3;Zone 1;2.94;3342;1;1000;2.76;2642
355;PTGDUR-Zone 3-Zone 1;PTG;DUR;Zone 3;Zone 1;2.76;2642;1;1000;3.3;3342
356;PTGELS-Zone 3-Zone 1;PTG;ELS;Zone 3;Zone 1;3.3;3342;1;1000;3.3;3642
357;PTGGRG-Zone 3-Zone 1;PTG;GRG;Zone 3;Zone 1;3.3;3642;1;1000;2.16;1842
358;PTGJNB-Zone 3-Zone 1;PTG;JNB;Zone 3;Zone 1;2.16;1842;1;1000;2.7;2677
359;PTGKIM-Zone 3-Zone 1;PTG;KIM;Zone 3;Zone 1;2.7;2677;1;1000;2.82;2142
360;PTGKLD-Zone 3-Zone 1;PTG;KLD;Zone 3;Zone 1;2.82;2142;1;1000;2.04;1842
361;PTGNLP-Zone 3-Zone 1;PTG;NLP;Zone 3;Zone 1;2.04;1842;1;1000;2.76;3342
362;PTGPLZ-Zone 3-Zone 1;PTG;PLZ;Zone 3;Zone 1;2.76;3342;1;1000;1.58;1202
363;PTGPTG-Zone 3-Zone 1;PTG;PTG;Zone 3;Zone 1;1.58;1202;1;1000;1.96;1571
364;BFNBFN-Zone 4-Zone 1;BFN;BFN;Zone 4;Zone 1;1.96;1571;1;1000;2.72;2811
365;BFNCPT-Zone 4-Zone 1;BFN;CPT;Zone 4;Zone 1;2.72;2811;1;1000;2.6;2511
366;BFNDUR-Zone 4-Zone 1;BFN;DUR;Zone 4;Zone 1;2.6;2511;1;1000;3.14;2311
367;BFNELS-Zone 4-Zone 1;BFN;ELS;Zone 4;Zone 1;3.14;2311;1;1000;3.26;2511
368;BFNGRG-Zone 4-Zone 1;BFN;GRG;Zone 4;Zone 1;3.26;2511;1;1000;2.6;2511
369;BFNJNB-Zone 4-Zone 1;BFN;JNB;Zone 4;Zone 1;2.6;2511;1;1000;2.48;1811
370;BFNKIM-Zone 4-Zone 1;BFN;KIM;Zone 4;Zone 1;2.48;1811;1;1000;2.54;2011
371;BFNKLD-Zone 4-Zone 1;BFN;KLD;Zone 4;Zone 1;2.54;2011;1;1000;2.78;2511
372;BFNNLP-Zone 4-Zone 1;BFN;NLP;Zone 4;Zone 1;2.78;2511;1;1000;3.08;2311
373;BFNPLZ-Zone 4-Zone 1;BFN;PLZ;Zone 4;Zone 1;3.08;2311;1;1000;2.78;3011
374;BFNPTG-Zone 4-Zone 1;BFN;PTG;Zone 4;Zone 1;2.78;3011;1;1000;2.72;2811
375;CPTBFN-Zone 4-Zone 1;CPT;BFN;Zone 4;Zone 1;2.72;2811;1;1000;1.1;985
376;CPTCPT-Zone 4-Zone 1;CPT;CPT;Zone 4;Zone 1;1.1;985;1;1000;2.66;3161
377;CPTDUR-Zone 4-Zone 1;CPT;DUR;Zone 4;Zone 1;2.66;3161;1;1000;3.08;3311
378;CPTELS-Zone 4-Zone 1;CPT;ELS;Zone 4;Zone 1;3.08;3311;1;1000;3.44;2411
379;CPTGRG-Zone 4-Zone 1;CPT;GRG;Zone 4;Zone 1;3.44;2411;1;1000;3.09;3046
380;CPTJNB-Zone 4-Zone 1;CPT;JNB;Zone 4;Zone 1;3.09;3046;1;1000;3.26;2811
381;CPTKIM-Zone 4-Zone 1;CPT;KIM;Zone 4;Zone 1;3.26;2811;1;1000;2.84;2011
382;CPTKLD-Zone 4-Zone 1;CPT;KLD;Zone 4;Zone 1;2.84;2011;1;1000;3.38;3711
383;CPTNLP-Zone 4-Zone 1;CPT;NLP;Zone 4;Zone 1;3.38;3711;1;1000;3.14;3046
384;CPTPLZ-Zone 4-Zone 1;CPT;PLZ;Zone 4;Zone 1;3.14;3046;1;1000;3.38;3711
385;CPTPTG-Zone 4-Zone 1;CPT;PTG;Zone 4;Zone 1;3.38;3711;1;1000;2.6;2511
386;DURBFN-Zone 4-Zone 1;DUR;BFN;Zone 4;Zone 1;2.6;2511;1;1000;2.66;3161
387;DURCPT-Zone 4-Zone 1;DUR;CPT;Zone 4;Zone 1;2.66;3161;1;1000;1.1;985
388;DURDUR-Zone 4-Zone 1;DUR;DUR;Zone 4;Zone 1;1.1;985;1;1000;2.84;2511
389;DURELS-Zone 4-Zone 1;DUR;ELS;Zone 4;Zone 1;2.84;2511;1;1000;3.32;3161
390;DURGRG-Zone 4-Zone 1;DUR;GRG;Zone 4;Zone 1;3.32;3161;1;1000;1.62;1979
391;DURJNB-Zone 4-Zone 1;DUR;JNB;Zone 4;Zone 1;1.62;1979;1;1000;3.38;2711
392;DURKIM-Zone 4-Zone 1;DUR;KIM;Zone 4;Zone 1;3.38;2711;1;1000;3.08;2511
393;DURKLD-Zone 4-Zone 1;DUR;KLD;Zone 4;Zone 1;3.08;2511;1;1000;3.2;2511
394;DURNLP-Zone 4-Zone 1;DUR;NLP;Zone 4;Zone 1;3.2;2511;1;1000;2.9;2811
395;DURPLZ-Zone 4-Zone 1;DUR;PLZ;Zone 4;Zone 1;2.9;2811;1;1000;3.2;3011
396;DURPTG-Zone 4-Zone 1;DUR;PTG;Zone 4;Zone 1;3.2;3011;1;1000;3.14;2311
397;ELSBFN-Zone 4-Zone 1;ELS;BFN;Zone 4;Zone 1;3.14;2311;1;1000;3.08;3311
398;ELSCPT-Zone 4-Zone 1;ELS;CPT;Zone 4;Zone 1;3.08;3311;1;1000;2.84;2511
399;ELSDUR-Zone 4-Zone 1;ELS;DUR;Zone 4;Zone 1;2.84;2511;1;1000;2.08;1571
400;ELSELS-Zone 4-Zone 1;ELS;ELS;Zone 4;Zone 1;2.08;1571;1;1000;3.08;2011
401;ELSGRG-Zone 4-Zone 1;ELS;GRG;Zone 4;Zone 1;3.08;2011;1;1000;3.26;3311
402;ELSJNB-Zone 4-Zone 1;ELS;JNB;Zone 4;Zone 1;3.26;3311;1;1000;3.86;2511
403;ELSKIM-Zone 4-Zone 1;ELS;KIM;Zone 4;Zone 1;3.86;2511;1;1000;3.32;3046
404;ELSKLD-Zone 4-Zone 1;ELS;KLD;Zone 4;Zone 1;3.32;3046;1;1000;3.68;3711
405;ELSNLP-Zone 4-Zone 1;ELS;NLP;Zone 4;Zone 1;3.68;3711;1;1000;2.48;1811
406;ELSPLZ-Zone 4-Zone 1;ELS;PLZ;Zone 4;Zone 1;2.48;1811;1;1000;3.74;3711
407;ELSPTG-Zone 4-Zone 1;ELS;PTG;Zone 4;Zone 1;3.74;3711;1;1000;3.26;2511
408;GRGBFN-Zone 4-Zone 1;GRG;BFN;Zone 4;Zone 1;3.26;2511;1;1000;3.44;2411
409;GRGCPT-Zone 4-Zone 1;GRG;CPT;Zone 4;Zone 1;3.44;2411;1;1000;3.32;3161
410;GRGDUR-Zone 4-Zone 1;GRG;DUR;Zone 4;Zone 1;3.32;3161;1;1000;3.08;2011
411;GRGELS-Zone 4-Zone 1;GRG;ELS;Zone 4;Zone 1;3.08;2011;1;1000;2.08;1571
412;GRGGRG-Zone 4-Zone 1;GRG;GRG;Zone 4;Zone 1;2.08;1571;1;1000;3.59;3511
413;GRGJNB-Zone 4-Zone 1;GRG;JNB;Zone 4;Zone 1;3.59;3511;1;1000;3.5;2811
414;GRGKIM-Zone 4-Zone 1;GRG;KIM;Zone 4;Zone 1;3.5;2811;1;1000;3.59;3046
415;GRGKLD-Zone 4-Zone 1;GRG;KLD;Zone 4;Zone 1;3.59;3046;1;1000;3.68;4011
416;GRGNLP-Zone 4-Zone 1;GRG;NLP;Zone 4;Zone 1;3.68;4011;1;1000;3.08;2011
417;GRGPLZ-Zone 4-Zone 1;GRG;PLZ;Zone 4;Zone 1;3.08;2011;1;1000;3.74;4011
418;GRGPTG-Zone 4-Zone 1;GRG;PTG;Zone 4;Zone 1;3.74;4011;1;1000;2.6;2511
419;JNBBFN-Zone 4-Zone 1;JNB;BFN;Zone 4;Zone 1;2.6;2511;1;1000;3.09;3046
420;JNBCPT-Zone 4-Zone 1;JNB;CPT;Zone 4;Zone 1;3.09;3046;1;1000;1.62;1979
421;JNBDUR-Zone 4-Zone 1;JNB;DUR;Zone 4;Zone 1;1.62;1979;1;1000;3.26;3311
422;JNBELS-Zone 4-Zone 1;JNB;ELS;Zone 4;Zone 1;3.26;3311;1;1000;3.59;3511
423;JNBGRG-Zone 4-Zone 1;JNB;GRG;Zone 4;Zone 1;3.59;3511;1;1000;1.06;985
424;JNBJNB-Zone 4-Zone 1;JNB;JNB;Zone 4;Zone 1;1.06;985;1;1000;3.14;2711
425;JNBKIM-Zone 4-Zone 1;JNB;KIM;Zone 4;Zone 1;3.14;2711;1;1000;2.48;2011
426;JNBKLD-Zone 4-Zone 1;JNB;KLD;Zone 4;Zone 1;2.48;2011;1;1000;2.6;1811
427;JNBNLP-Zone 4-Zone 1;JNB;NLP;Zone 4;Zone 1;2.6;1811;1;1000;3.09;3046
428;JNBPLZ-Zone 4-Zone 1;JNB;PLZ;Zone 4;Zone 1;3.09;3046;1;1000;2.6;2211
429;JNBPTG-Zone 4-Zone 1;JNB;PTG;Zone 4;Zone 1;2.6;2211;1;1000;2.48;1811
430;KIMBFN-Zone 4-Zone 1;KIM;BFN;Zone 4;Zone 1;2.48;1811;1;1000;3.26;2811
431;KIMCPT-Zone 4-Zone 1;KIM;CPT;Zone 4;Zone 1;3.26;2811;1;1000;3.38;2711
432;KIMDUR-Zone 4-Zone 1;KIM;DUR;Zone 4;Zone 1;3.38;2711;1;1000;3.86;2511
433;KIMELS-Zone 4-Zone 1;KIM;ELS;Zone 4;Zone 1;3.86;2511;1;1000;3.5;2811
434;KIMGRG-Zone 4-Zone 1;KIM;GRG;Zone 4;Zone 1;3.5;2811;1;1000;3.14;2711
435;KIMJNB-Zone 4-Zone 1;KIM;JNB;Zone 4;Zone 1;3.14;2711;1;1000;2.08;1571
436;KIMKIM-Zone 4-Zone 1;KIM;KIM;Zone 4;Zone 1;2.08;1571;1;1000;3.44;2011
437;KIMKLD-Zone 4-Zone 1;KIM;KLD;Zone 4;Zone 1;3.44;2011;1;1000;3.44;3046
438;KIMNLP-Zone 4-Zone 1;KIM;NLP;Zone 4;Zone 1;3.44;3046;1;1000;3.38;2511
439;KIMPLZ-Zone 4-Zone 1;KIM;PLZ;Zone 4;Zone 1;3.38;2511;1;1000;3.14;3046
440;KIMPTG-Zone 4-Zone 1;KIM;PTG;Zone 4;Zone 1;3.14;3046;1;1000;2.54;2011
441;KLDBFN-Zone 4-Zone 1;KLD;BFN;Zone 4;Zone 1;2.54;2011;1;1000;2.84;2011
442;KLDCPT-Zone 4-Zone 1;KLD;CPT;Zone 4;Zone 1;2.84;2011;1;1000;3.08;2511
443;KLDDUR-Zone 4-Zone 1;KLD;DUR;Zone 4;Zone 1;3.08;2511;1;1000;3.32;3046
444;KLDELS-Zone 4-Zone 1;KLD;ELS;Zone 4;Zone 1;3.32;3046;1;1000;3.59;3046
445;KLDGRG-Zone 4-Zone 1;KLD;GRG;Zone 4;Zone 1;3.59;3046;1;1000;2.48;2011
446;KLDJNB-Zone 4-Zone 1;KLD;JNB;Zone 4;Zone 1;2.48;2011;1;1000;3.44;2011
447;KLDKIM-Zone 4-Zone 1;KLD;KIM;Zone 4;Zone 1;3.44;2011;1;1000;1.96;1571
448;KLDKLD-Zone 4-Zone 1;KLD;KLD;Zone 4;Zone 1;1.96;1571;1;1000;3.32;2511
449;KLDNLP-Zone 4-Zone 1;KLD;NLP;Zone 4;Zone 1;3.32;2511;1;1000;2.66;3046
450;KLDPLZ-Zone 4-Zone 1;KLD;PLZ;Zone 4;Zone 1;2.66;3046;1;1000;3.26;2511
451;KLDPTG-Zone 4-Zone 1;KLD;PTG;Zone 4;Zone 1;3.26;2511;1;1000;2.78;2511
452;NLPBFN-Zone 4-Zone 1;NLP;BFN;Zone 4;Zone 1;2.78;2511;1;1000;3.38;3711
453;NLPCPT-Zone 4-Zone 1;NLP;CPT;Zone 4;Zone 1;3.38;3711;1;1000;3.2;2511
454;NLPDUR-Zone 4-Zone 1;NLP;DUR;Zone 4;Zone 1;3.2;2511;1;1000;3.68;3711
455;NLPELS-Zone 4-Zone 1;NLP;ELS;Zone 4;Zone 1;3.68;3711;1;1000;3.68;4011
456;NLPGRG-Zone 4-Zone 1;NLP;GRG;Zone 4;Zone 1;3.68;4011;1;1000;2.6;1811
457;NLPJNB-Zone 4-Zone 1;NLP;JNB;Zone 4;Zone 1;2.6;1811;1;1000;3.44;3046
458;NLPKIM-Zone 4-Zone 1;NLP;KIM;Zone 4;Zone 1;3.44;3046;1;1000;3.32;2511
459;NLPKLD-Zone 4-Zone 1;NLP;KLD;Zone 4;Zone 1;3.32;2511;1;1000;2.02;1571
460;NLPNLP-Zone 4-Zone 1;NLP;NLP;Zone 4;Zone 1;2.02;1571;1;1000;3.14;3711
461;NLPPLZ-Zone 4-Zone 1;NLP;PLZ;Zone 4;Zone 1;3.14;3711;1;1000;2.48;2211
462;NLPPTG-Zone 4-Zone 1;NLP;PTG;Zone 4;Zone 1;2.48;2211;1;1000;3.08;2311
463;PLZBFN-Zone 4-Zone 1;PLZ;BFN;Zone 4;Zone 1;3.08;2311;1;1000;3.14;3046
464;PLZCPT-Zone 4-Zone 1;PLZ;CPT;Zone 4;Zone 1;3.14;3046;1;1000;2.9;2811
